#fields	indicator	indicator_type	meta.source	meta.do_notice
# The following line is for testing only.  Please keep it commented out when running in production.
#time.windows.com	Intel::DOMAIN	Test FQDN	T
gsup.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
half.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
half.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
happy.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
happy.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
happy.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
happy.nationtour.net	Intel::DOMAIN	Mandiant APT1 Report	T
happyfish.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
hav.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
health.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
hello.mediaxsds.net	Intel::DOMAIN	Mandiant APT1 Report	T
help.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
help.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
help.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
help.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
help.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
help.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
help.thehealthmood.net	Intel::DOMAIN	Mandiant APT1 Report	T
hi.bpyoyo.com	Intel::DOMAIN	Mandiant APT1 Report	T
hill.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
hill.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
hill.businessformars.com	Intel::DOMAIN	Mandiant APT1 Report	T
hill.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
hm.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
home.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
home.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
home.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
home.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
home.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
hon.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
host.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
host.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
host.regicsgf.net	Intel::DOMAIN	Mandiant APT1 Report	T
hostname.regicsgf.net	Intel::DOMAIN	Mandiant APT1 Report	T
hot.thehealthmood.net	Intel::DOMAIN	Mandiant APT1 Report	T
hotel.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
house.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
house.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
house.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
housew.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
hpd.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
hq.lksoftvc.net	Intel::DOMAIN	Mandiant APT1 Report	T
hrsy.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
https.lksoftvc.net	Intel::DOMAIN	Mandiant APT1 Report	T
https.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
https.progammerli.com	Intel::DOMAIN	Mandiant APT1 Report	T
hu.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
hun.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
hy.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
hy.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
iabk.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
iabk.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
iai.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
iamge.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
idtheft.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
iea.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
iexchangefxn.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
ifc.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
image.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
image.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
image.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
image.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
image.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
images.spmiller.org	Intel::DOMAIN	Mandiant APT1 Report	T
important.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
index.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
india.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
indian.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
indian.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
indonesia.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
info.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
info.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
info.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
info.idirectech.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
info.newspappers.org	Intel::DOMAIN	Mandiant APT1 Report	T
info.rssadvanced.org	Intel::DOMAIN	Mandiant APT1 Report	T
info.saltlakenews.org	Intel::DOMAIN	Mandiant APT1 Report	T
info.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
info.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
info.theagenews.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.thehealthmood.net	Intel::DOMAIN	Mandiant APT1 Report	T
info.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
info.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
information.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
information.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
information.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
information.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
information.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
ins.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
insat.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
int.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
int.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
intel.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
intel.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
intel.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
inter.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
international.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
invest.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
ips.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
iri.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
iri.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
irl.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
irs.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
irs.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
irsauctions.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
irssales.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
iscu.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
iswb.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
it.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
it.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
itau.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
itinfo.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
japan.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
java.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
jbei.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
jeff.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
jeph.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
jf.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
jfn.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
jfs.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
jhd.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
jhd.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
jhsfkjlhjsf.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
job.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
job.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
job.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
jobs.mediaxsds.net	Intel::DOMAIN	Mandiant APT1 Report	T
johnford985.appspot.com	Intel::DOMAIN	Mandiant APT1 Report	T
jr.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
juda.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
jwss.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
kf.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
khoda.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
king-kl.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kit.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
kit.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
klape.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
klati.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
klbakerm.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
klbar.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
klbis.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
klbis.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
klbis.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
kl-care.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
klcirf.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
klcocon.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
klecca.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
klecca.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
klenvi.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
kl-hqun.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
kl-hqun.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kliee.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kl-knab.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kllhd.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
kllhd.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
kl-mfa.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
klmfat.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
klnrdc.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
klnrdc.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
klotp.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
klpiec.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kl-rfc.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kl-rio.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kluscc.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
kl-vfw.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
klwest.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
knab.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
knews.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
koa.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.petrotdl.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
ks.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ksaa.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
ksap.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
kshan.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
kusw.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
lab.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
lan.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
launch.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
law.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
law.myyahoonews.com	Intel::DOMAIN	Mandiant APT1 Report	T
lawste.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
lawste2.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
lcan.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
leets.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
leon.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
lhd.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
lib.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
life.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
link.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
linkup.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
linux.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
lion.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
listen.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
live.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
living.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
ln.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
lnz.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
loading.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
local.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
log.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
log.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
log.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
log.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
log.sportreadok.net	Intel::DOMAIN	Mandiant APT1 Report	T
login.aolon1ine.com	Intel::DOMAIN	Mandiant APT1 Report	T
login.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
login.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
login.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
login.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
login.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
logo.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
logo.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
logo.thehealthmood.net	Intel::DOMAIN	Mandiant APT1 Report	T
logon.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
logs.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
logs.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
logs.pcclubddk.net	Intel::DOMAIN	Mandiant APT1 Report	T
logs.sportreadok.net	Intel::DOMAIN	Mandiant APT1 Report	T
lone.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
loper.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
lost.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
lost.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
love.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
love.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
love.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
lovecocon.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
loveit.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
lrl.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
lucie.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
lucy.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
lucy.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
lucy.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
lucy.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
lucy2.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
lucy2.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
lw.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
lw.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
lw.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
lw.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
lwave.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
m.cslisten.com	Intel::DOMAIN	Mandiant APT1 Report	T
m.ifexcel.com	Intel::DOMAIN	Mandiant APT1 Report	T
macfee.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
magazine.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
magazine.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
magic.tfxdccssl.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.cnndaily.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
mail.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.lksoftvc.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.micyuisyahooapis.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
mail.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.oplaymagzine.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
mail.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
mail.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
mail.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.ustvb.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
mail2.syscation.net	Intel::DOMAIN	Mandiant APT1 Report	T
mailbbs.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
mails.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
mailsrv.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
main.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
man001.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
man001.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
map.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
maria.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
marines.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
max.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
mc.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
mcsc.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
me.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
media.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
medicine.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
medicine.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
meg.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
meily.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
memberd.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
message.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
messenger.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
method.ns06.net	Intel::DOMAIN	Mandiant APT1 Report	T
mfa.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
mfc.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
micro.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
microsoft.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
milk.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
mini.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
mint.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
mko.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
mlls.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
mobile.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
money.sportreadok.net	Intel::DOMAIN	Mandiant APT1 Report	T
moon.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
moon.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
mor.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
more.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
mos.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
moto.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
moto.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
moto.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
moto1.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
moto2.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
motoa.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
motor.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
movie.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
movies.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
mpe.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
msn.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
music.bpyoyo.com	Intel::DOMAIN	Mandiant APT1 Report	T
music.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
music.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
music.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
mx.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
my.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
my550.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
myfamily.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
mynet.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
myoil.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
mysql.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
na.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
na.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
nat.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
nature.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
nav.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
navi.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
navi.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
nci.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
nci.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
nci.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
ncih.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
ncsc.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
ne.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
nes.nationtour.net	Intel::DOMAIN	Mandiant APT1 Report	T
net.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
net.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
